job,system,filing_year,borough,building_type,stories,size,filing_to_signoff_days,filing_to_signoff_months,filing_to_permit_days,filing_to_permit_months,filing_to_co_days,filing_to_co_months,has_co,pc_filed
102311179,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3418,112.3,,,2752,90.4,True,
102318555,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2714,89.2,,,,,False,
102395597,BIS,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),1776,58.3,,,,,False,
102403052,BIS,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),2880,94.6,,,1677,55.1,True,
102854724,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2943,96.7,,,2929,96.2,True,
103045704,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2286,75.1,,,,,False,
103060394,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1057,34.7,,,,,False,
103225831,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1770,58.1,,,,,False,Y
103272076,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1052,34.6,,,,,False,
103322815,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3299,108.4,,,2934,96.4,True,Y
103340396,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3019,99.2,,,2598,85.3,True,
103420647,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),2217,72.8,,,,,False,Y
103533231,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1662,54.6,,,,,False,
103541936,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3331,109.4,,,2932,96.3,True,Y
103542052,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),882,29.0,,,,,False,Y
103550220,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),859,28.2,,,,,False,Y
103560576,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1214,39.9,,,,,False,
103563948,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3253,106.9,,,3072,100.9,True,Y
103592202,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2134,70.1,,,,,False,Y
103594059,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3475,114.2,,,3076,101.1,True,
103598153,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1933,63.5,,,,,False,
103600499,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1516,49.8,,,,,False,Y
103637888,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1099,36.1,,,,,False,
103673473,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1853,60.9,,,,,False,Y
103681455,BIS,2004,MANHATTAN,OTHERS,13,Large (11-30 fl),4079,134.0,,,3144,103.3,True,Y
103682016,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),1183,38.9,,,,,False,Y
103682249,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),4496,147.7,,,2958,97.2,True,
103682702,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2841,93.3,,,,,False,
103687146,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2169,71.3,,,,,False,
103690276,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2592,85.2,,,,,False,
103696911,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3844,126.3,,,3091,101.5,True,Y
103700158,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2072,68.1,,,,,False,
103705938,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1878,61.7,,,,,False,Y
103713590,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),901,29.6,,,,,False,
103715393,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),4925,161.8,,,4452,146.3,True,Y
103716338,BIS,2004,MANHATTAN,OTHERS,8,Mid (4-10 fl),2750,90.3,,,,,False,Y
103723320,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1414,46.5,,,,,False,
103728717,BIS,2004,MANHATTAN,OTHERS,7,Mid (4-10 fl),2547,83.7,,,,,False,Y
103730786,BIS,2004,MANHATTAN,OTHERS,7,Mid (4-10 fl),1281,42.1,,,,,False,Y
103731473,BIS,2004,MANHATTAN,OTHERS,4,Mid (4-10 fl),4864,159.8,,,4864,159.8,True,Y
103733658,BIS,2004,MANHATTAN,OTHERS,9,Mid (4-10 fl),1855,60.9,,,,,False,Y
103735031,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2914,95.7,,,2581,84.8,True,
103736600,BIS,2004,MANHATTAN,OTHERS,8,Mid (4-10 fl),2260,74.2,,,,,False,Y
103737208,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),938,30.8,,,,,False,Y
103737486,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),1620,53.2,,,,,False,Y
103740070,BIS,2004,MANHATTAN,OTHERS,1,Small (1-3 fl),2189,71.9,,,,,False,N
103745271,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2415,79.3,,,,,False,Y
103747787,BIS,2004,MANHATTAN,OTHERS,2,Small (1-3 fl),875,28.7,,,,,False,N
103753699,BIS,2004,MANHATTAN,1-2-3 FAMILY,3,Small (1-3 fl),3212,105.5,,,3212,105.5,True,Y
103756400,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1528,50.2,,,,,False,Y
103757677,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),855,28.1,,,,,False,Y
103757686,BIS,2004,MANHATTAN,OTHERS,8,Mid (4-10 fl),854,28.1,,,,,False,Y
103758364,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),430,14.1,,,,,False,Y
103761458,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2234,73.4,,,,,False,Y
103764945,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3061,100.6,,,2835,93.1,True,Y
103766550,BIS,2004,MANHATTAN,OTHERS,1,Small (1-3 fl),2436,80.0,,,,,False,N
103769254,BIS,2006,MANHATTAN,1-2-3 FAMILY,0,Small (1-3 fl),2299,75.5,,,2299,75.5,True,Y
103772348,BIS,2004,MANHATTAN,OTHERS,9,Mid (4-10 fl),1963,64.5,,,,,False,Y
103776013,BIS,2004,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1448,47.6,,,,,False,Y
103783504,BIS,2004,MANHATTAN,OTHERS,60,Tower (30+ fl),1687,55.4,,,,,False,Y
103787118,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2736,89.9,,,,,False,Y
103790220,BIS,2004,MANHATTAN,OTHERS,13,Large (11-30 fl),3585,117.8,,,3052,100.3,True,Y
103791997,BIS,2004,MANHATTAN,OTHERS,27,Large (11-30 fl),2334,76.7,,,,,False,Y
103793227,BIS,2004,MANHATTAN,OTHERS,1,Small (1-3 fl),1575,51.7,,,,,False,Y
103796518,BIS,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2303,75.7,,,2016,66.2,True,Y
103797205,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),946,31.1,,,,,False,Y
103798552,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1821,59.8,,,,,False,Y
103799702,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),2480,81.5,,,,,False,Y
103799891,BIS,2004,MANHATTAN,OTHERS,7,Mid (4-10 fl),821,27.0,,,,,False,N
103815070,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),1034,34.0,,,,,False,N
103819744,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),2668,87.6,,,,,False,Y
103822703,BIS,2004,MANHATTAN,OTHERS,5,Mid (4-10 fl),1401,46.0,,,,,False,Y
103822712,BIS,2004,MANHATTAN,OTHERS,5,Mid (4-10 fl),1418,46.6,,,,,False,Y
103822721,BIS,2004,MANHATTAN,OTHERS,5,Mid (4-10 fl),1481,48.7,,,,,False,Y
103829948,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),5598,183.9,,,2801,92.0,True,
103838929,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3758,123.5,,,2765,90.8,True,
103840792,BIS,2004,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1554,51.1,,,,,False,Y
103840809,BIS,2004,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1526,50.1,,,,,False,Y
103843842,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),979,32.2,,,,,False,
103846251,BIS,2004,MANHATTAN,OTHERS,4,Mid (4-10 fl),700,23.0,,,,,False,Y
103846448,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),879,28.9,,,,,False,
103846947,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),4618,151.7,,,3512,115.4,True,
103847599,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1378,45.3,,,,,False,
103851654,BIS,2004,MANHATTAN,OTHERS,9,Mid (4-10 fl),2066,67.9,,,,,False,Y
103856640,BIS,2004,MANHATTAN,OTHERS,11,Large (11-30 fl),1379,45.3,,,,,False,N
103858210,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1027,33.7,,,,,False,Y
103859521,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3631,119.3,,,3311,108.8,True,Y
103860920,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1243,40.8,,,,,False,Y
103862893,BIS,2004,MANHATTAN,OTHERS,16,Large (11-30 fl),1180,38.8,,,,,False,Y
103867932,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1464,48.1,,,,,False,Y
103868771,BIS,2004,MANHATTAN,OTHERS,8,Mid (4-10 fl),2983,98.0,,,2932,96.3,True,Y
103869164,BIS,2006,MANHATTAN,1-2-3 FAMILY,0,Small (1-3 fl),3019,99.2,,,2196,72.1,True,Y
103878733,BIS,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),3374,110.8,,,1523,50.0,True,
103888893,BIS,2010,MANHATTAN,OTHERS,5,Mid (4-10 fl),2628,86.3,,,1014,33.3,True,
103889035,BIS,2011,MANHATTAN,OTHERS,0,Small (1-3 fl),3624,119.1,,,958,31.5,True,
103890461,BIS,2012,MANHATTAN,OTHERS,0,Small (1-3 fl),3858,126.7,,,1136,37.3,True,
103906310,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1828,60.1,,,,,False,
103909852,BIS,2004,MANHATTAN,OTHERS,7,Mid (4-10 fl),588,19.3,,,,,False,Y
103910270,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1524,50.1,,,,,False,
103910920,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1942,63.8,,,,,False,
103924639,BIS,2004,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),582,19.1,,,,,False,Y
103926593,BIS,2005,MANHATTAN,OTHERS,12,Large (11-30 fl),1307,42.9,,,,,False,Y
103927137,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1306,42.9,,,,,False,
103931925,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2235,73.4,,,2193,72.0,True,
103935191,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1937,63.6,,,,,False,Y
103935574,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2393,78.6,,,,,False,
103938045,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1661,54.6,,,,,False,
103940149,BIS,2004,MANHATTAN,OTHERS,20,Large (11-30 fl),3950,129.8,,,2871,94.3,True,Y
103944813,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),770,25.3,,,,,False,
103946232,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1554,51.1,,,,,False,
103948276,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2499,82.1,,,,,False,
103950048,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2496,82.0,,,,,False,
103955971,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2436,80.0,,,,,False,
103956275,BIS,2004,MANHATTAN,OTHERS,5,Mid (4-10 fl),1980,65.0,,,,,False,Y
103957746,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3489,114.6,,,2716,89.2,True,
103964088,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3084,101.3,,,2822,92.7,True,
103964471,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),589,19.3,,,,,False,Y
103964881,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),1365,44.8,,,,,False,Y
103965210,BIS,2004,MANHATTAN,OTHERS,8,Mid (4-10 fl),1524,50.1,,,,,False,N
103967726,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1026,33.7,,,,,False,Y
103973005,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),5406,177.6,,,2830,93.0,True,
103975398,BIS,2004,MANHATTAN,OTHERS,1,Small (1-3 fl),2699,88.7,,,,,False,Y
103977181,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),3437,112.9,,,2849,93.6,True,Y
103977528,BIS,2004,MANHATTAN,OTHERS,19,Large (11-30 fl),2368,77.8,,,,,False,N
103979955,BIS,2004,MANHATTAN,1-2-3 FAMILY,0,Small (1-3 fl),2476,81.3,,,,,False,Y
103981719,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2255,74.1,,,,,False,
103983281,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),1156,38.0,,,,,False,Y
103983584,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3867,127.0,,,2751,90.4,True,
103985591,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),5639,185.2,,,2779,91.3,True,Y
103985608,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),1609,52.9,,,,,False,Y
103987376,BIS,2004,MANHATTAN,OTHERS,0,Small (1-3 fl),5733,188.3,,,2771,91.0,True,Y
103987697,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),688,22.6,,,,,False,Y
103987811,BIS,2004,MANHATTAN,OTHERS,31,Tower (30+ fl),2965,97.4,,,2812,92.4,True,N
103991110,BIS,2004,MANHATTAN,OTHERS,25,Large (11-30 fl),3660,120.2,,,2855,93.8,True,Y
104002151,BIS,2004,MANHATTAN,OTHERS,7,Mid (4-10 fl),3394,111.5,,,3309,108.7,True,Y
104003098,BIS,2004,MANHATTAN,OTHERS,7,Mid (4-10 fl),2507,82.4,,,,,False,N
104003631,BIS,2004,MANHATTAN,OTHERS,6,Mid (4-10 fl),2083,68.4,,,,,False,Y
104004346,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),624,20.5,,,,,False,
104005746,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),4475,147.0,,,2725,89.5,True,Y
104014781,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4845,159.2,,,2218,72.9,True,Y
104021078,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),1296,42.6,,,,,False,Y
104025813,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1253,41.2,,,,,False,
104029579,BIS,2005,MANHATTAN,OTHERS,8,Mid (4-10 fl),6586,216.4,,,2764,90.8,True,Y
104030647,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2057,67.6,,,,,False,Y
104035312,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3899,128.1,,,3899,128.1,True,Y
104035928,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),4508,148.1,,,2605,85.6,True,
104039069,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),5675,186.4,,,2869,94.3,True,Y
104039201,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2647,87.0,,,2647,87.0,True,
104042590,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),772,25.4,,,,,False,Y
104042849,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2040,67.0,,,,,False,Y
104044570,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1551,51.0,,,,,False,Y
104045016,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1745,57.3,,,,,False,Y
104045418,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3400,111.7,,,2751,90.4,True,Y
104048852,BIS,2005,MANHATTAN,OTHERS,12,Large (11-30 fl),2555,83.9,,,,,False,N
104048905,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3861,126.8,,,2702,88.8,True,
104055718,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2028,66.6,,,,,False,
104057002,BIS,2005,MANHATTAN,OTHERS,16,Large (11-30 fl),4953,162.7,,,3843,126.2,True,Y
104059787,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2439,80.1,,,,,False,Y
104060007,BIS,2005,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1324,43.5,,,,,False,Y
104062639,BIS,2005,MANHATTAN,OTHERS,19,Large (11-30 fl),3018,99.1,,,2701,88.7,True,Y
104069981,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1821,59.8,,,,,False,Y
104075670,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2045,67.2,,,,,False,
104078631,BIS,2005,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),6915,227.2,,,3668,120.5,True,Y
104082092,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1224,40.2,,,,,False,Y
104085785,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3589,117.9,,,2793,91.8,True,Y
104086230,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2272,74.6,,,,,False,
104090172,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),1771,58.2,,,,,False,N
104090715,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2382,78.3,,,,,False,Y
104092429,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1470,48.3,,,,,False,Y
104093428,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),4310,141.6,,,4138,135.9,True,
104099495,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2874,94.4,,,2581,84.8,True,
104101847,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),3178,104.4,,,2626,86.3,True,Y
104102855,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1364,44.8,,,,,False,Y
104104728,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1379,45.3,,,,,False,Y
104108243,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),2488,81.7,,,,,False,Y
104112899,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2629,86.4,,,2629,86.4,True,
104115510,BIS,2005,MANHATTAN,OTHERS,12,Large (11-30 fl),1884,61.9,,,,,False,Y
104115903,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),4359,143.2,,,2757,90.6,True,Y
104122888,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1657,54.4,,,,,False,Y
104124190,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2253,74.0,,,,,False,
104126802,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),4113,135.1,,,2350,77.2,True,Y
104132396,BIS,2005,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1635,53.7,,,,,False,Y
104132403,BIS,2005,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1559,51.2,,,,,False,Y
104132412,BIS,2005,MANHATTAN,1-2-3 FAMILY,4,Mid (4-10 fl),1635,53.7,,,,,False,Y
104133894,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),517,17.0,,,,,False,Y
104136793,BIS,2005,MANHATTAN,OTHERS,8,Mid (4-10 fl),3379,111.0,,,2687,88.3,True,Y
104138452,BIS,2005,MANHATTAN,OTHERS,2,Small (1-3 fl),1963,64.5,,,,,False,N
104141180,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2240,73.6,,,,,False,Y
104141661,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1729,56.8,,,,,False,Y
104144686,BIS,2005,MANHATTAN,OTHERS,8,Mid (4-10 fl),1477,48.5,,,,,False,Y
104149930,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),4842,159.1,,,3858,126.7,True,Y
104150570,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1843,60.5,,,,,False,
104153719,BIS,2005,MANHATTAN,OTHERS,9,Mid (4-10 fl),3172,104.2,,,2618,86.0,True,N
104154512,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),1502,49.3,,,,,False,N
104154852,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1498,49.2,,,,,False,Y
104156565,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3687,121.1,,,2419,79.5,True,Y
104160195,BIS,2005,MANHATTAN,OTHERS,33,Tower (30+ fl),3996,131.3,,,2629,86.4,True,Y
104160202,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2769,91.0,,,2446,80.4,True,Y
104160916,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),5925,194.6,,,5031,165.3,True,N
104164850,BIS,2005,MANHATTAN,OTHERS,11,Large (11-30 fl),1968,64.7,,,,,False,Y
104166108,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3959,130.1,,,2460,80.8,True,Y
104166466,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3451,113.4,,,2571,84.5,True,Y
104166901,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1453,47.7,,,,,False,
104170843,BIS,2005,MANHATTAN,OTHERS,1,Small (1-3 fl),2383,78.3,,,,,False,Y
104173591,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2092,68.7,,,,,False,
104176339,BIS,2005,MANHATTAN,OTHERS,7,Mid (4-10 fl),5159,169.5,,,3301,108.4,True,Y
104176348,BIS,2005,MANHATTAN,OTHERS,7,Mid (4-10 fl),3988,131.0,,,2911,95.6,True,Y
104184188,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),617,20.3,,,,,False,Y
104186140,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3194,104.9,,,2547,83.7,True,Y
104192758,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),5272,173.2,,,2483,81.6,True,
104195728,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),5453,179.1,,,2583,84.9,True,Y
104196816,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),2328,76.5,,,,,False,Y
104197094,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2220,72.9,,,,,False,Y
104200473,BIS,2005,MANHATTAN,OTHERS,7,Mid (4-10 fl),2466,81.0,,,,,False,Y
104201187,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1429,46.9,,,,,False,Y
104203540,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1550,50.9,,,,,False,Y
104214645,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1780,58.5,,,,,False,
104215010,BIS,2005,MANHATTAN,OTHERS,56,Tower (30+ fl),3939,129.4,,,2571,84.5,True,N
104221218,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3934,129.2,,,2205,72.4,True,Y
104224064,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1750,57.5,,,,,False,Y
104224778,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),4550,149.5,,,4186,137.5,True,Y
104226035,BIS,2005,MANHATTAN,OTHERS,9,Mid (4-10 fl),3491,114.7,,,2826,92.8,True,Y
104229531,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2394,78.6,,,,,False,Y
104233517,BIS,2005,MANHATTAN,OTHERS,11,Large (11-30 fl),1262,41.5,,,,,False,Y
104240484,BIS,2005,MANHATTAN,OTHERS,17,Large (11-30 fl),3231,106.1,,,2531,83.1,True,N
104247307,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),3332,109.5,,,2352,77.3,True,
104250490,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),3136,103.0,,,2479,81.4,True,
104251382,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1532,50.3,,,,,False,Y
104251587,BIS,2005,MANHATTAN,OTHERS,8,Mid (4-10 fl),2008,66.0,,,,,False,Y
104262192,BIS,2005,MANHATTAN,1-2-3 FAMILY,5,Mid (4-10 fl),1612,53.0,,,,,False,Y
104265493,BIS,2007,MANHATTAN,OTHERS,0,Small (1-3 fl),2503,82.2,,,1895,62.3,True,Y
104268533,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),1518,49.9,,,,,False,Y
104269550,BIS,2005,MANHATTAN,OTHERS,6,Mid (4-10 fl),1194,39.2,,,,,False,Y
104269667,BIS,2005,MANHATTAN,OTHERS,24,Large (11-30 fl),2166,71.2,,,,,False,Y
104273279,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2491,81.8,,,2336,76.7,True,
104273974,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2748,90.3,,,2323,76.3,True,Y
104274401,BIS,2005,MANHATTAN,OTHERS,8,Mid (4-10 fl),2486,81.7,,,2486,81.7,True,Y
104276560,BIS,2008,MANHATTAN,OTHERS,0,Small (1-3 fl),2196,72.1,,,1649,54.2,True,
104280494,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2702,88.8,,,2443,80.3,True,Y
104282465,BIS,2005,MANHATTAN,1-2-3 FAMILY,6,Mid (4-10 fl),1752,57.6,,,,,False,N
104284212,BIS,2005,MANHATTAN,OTHERS,11,Large (11-30 fl),1209,39.7,,,,,False,Y
104286746,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),1395,45.8,,,,,False,Y
104287932,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2717,89.3,,,2478,81.4,True,Y
104291026,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2080,68.3,,,,,False,Y
104291641,BIS,2006,MANHATTAN,OTHERS,10,Mid (4-10 fl),1663,54.6,,,,,False,Y
104292150,BIS,2005,MANHATTAN,OTHERS,2,Small (1-3 fl),599,19.7,,,,,False,Y
104293701,BIS,2005,MANHATTAN,OTHERS,1,Small (1-3 fl),1348,44.3,,,,,False,Y
104293738,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2153,70.7,,,,,False,Y
104293970,BIS,2005,MANHATTAN,OTHERS,8,Mid (4-10 fl),1439,47.3,,,,,False,N
104297253,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),2511,82.5,,,2394,78.6,True,
104297681,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),5812,190.9,,,2288,75.2,True,
104297850,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),4131,135.7,,,3312,108.8,True,Y
104304691,BIS,2006,MANHATTAN,OTHERS,0,Small (1-3 fl),5325,174.9,,,2161,71.0,True,Y
104305066,BIS,2005,MANHATTAN,OTHERS,0,Small (1-3 fl),2562,84.2,,,2436,80.0,True,
